,Station,week,cod,do,nh3,ph,week_eval,lon,lat,Basin
28,1,31,3.8,8.37,0.39,7.7,2.0,126.51378400000002,44.312158000000004,SongHua River
29,1,32,,,,,,126.51378400000002,44.312158000000004,SongHua River
30,1,33,,,,,,126.51378400000002,44.312158000000004,SongHua River
31,1,35,3.9,8.28,0.15,7.71,2.0,126.51378400000002,44.312158000000004,SongHua River
32,1,36,,,,,,126.51378400000002,44.312158000000004,SongHua River
33,1,37,,,,,,126.51378400000002,44.312158000000004,SongHua River
34,1,38,4.0,7.72,0.16,7.57,2.0,126.51378400000002,44.312158000000004,SongHua River
35,1,39,,,,,,126.51378400000002,44.312158000000004,SongHua River
36,1,40,4.6,8.01,0.2,7.91,3.0,126.51378400000002,44.312158000000004,SongHua River
37,1,41,4.2,8.32,0.14,7.95,3.0,126.51378400000002,44.312158000000004,SongHua River
38,1,42,,,,,,126.51378400000002,44.312158000000004,SongHua River
39,1,43,3.3,8.83,0.12,7.42,2.0,126.51378400000002,44.312158000000004,SongHua River
40,1,44,,,,,,126.51378400000002,44.312158000000004,SongHua River
41,1,45,,,,,,126.51378400000002,44.312158000000004,SongHua River
42,1,46,,,,,,126.51378400000002,44.312158000000004,SongHua River
43,1,47,,,,,,126.51378400000002,44.312158000000004,SongHua River
44,1,48,,,,,,126.51378400000002,44.312158000000004,SongHua River
45,1,49,3.3,12.0,0.13,7.58,2.0,126.51378400000002,44.312158000000004,SongHua River
46,1,50,3.3,12.4,0.15,7.56,2.0,126.51378400000002,44.312158000000004,SongHua River
47,1,52,,,,,,126.51378400000002,44.312158000000004,SongHua River
48,2,1,3.2,9.9,0.31,7.23,2.0,125.929624,44.765854,SongHua River
49,2,2,3.1,9.78,0.32,7.29,2.0,125.929624,44.765854,SongHua River
50,2,3,3.1,9.91,0.34,7.18,2.0,125.929624,44.765854,SongHua River
51,2,4,3.2,9.59,0.32,7.05,2.0,125.929624,44.765854,SongHua River
52,2,5,3.2,9.08,0.36,7.08,2.0,125.929624,44.765854,SongHua River
53,2,6,3.8,9.22,0.3,7.27,2.0,125.929624,44.765854,SongHua River
54,2,7,3.6,8.6,0.28,7.35,2.0,125.929624,44.765854,SongHua River
55,2,8,3.5,8.64,0.26,7.48,2.0,125.929624,44.765854,SongHua River
56,2,9,4.0,9.7,0.31,7.44,2.0,125.929624,44.765854,SongHua River
57,2,10,4.0,9.36,0.24,7.5,2.0,125.929624,44.765854,SongHua River
58,2,11,5.3,9.5,0.42,7.73,3.0,125.929624,44.765854,SongHua River
59,2,12,4.4,8.15,0.52,7.54,3.0,125.929624,44.765854,SongHua River
60,2,13,2.4,8.47,0.28,7.53,2.0,125.929624,44.765854,SongHua River
61,2,14,4.3,7.77,0.32,7.64,3.0,125.929624,44.765854,SongHua River
62,2,15,4.5,7.48,0.17,7.54,3.0,125.929624,44.765854,SongHua River
63,2,16,4.4,7.3,0.3,7.6,3.0,125.929624,44.765854,SongHua River
64,2,17,5.3,6.68,0.39,7.55,3.0,125.929624,44.765854,SongHua River
65,2,18,5.1,7.86,0.25,7.64,3.0,125.929624,44.765854,SongHua River
66,2,19,5.4,7.57,0.41,7.49,3.0,125.929624,44.765854,SongHua River
67,2,20,4.9,7.72,0.22,7.41,3.0,125.929624,44.765854,SongHua River
68,2,21,4.6,8.16,0.23,7.36,3.0,125.929624,44.765854,SongHua River
69,2,22,4.7,7.91,0.22,7.33,3.0,125.929624,44.765854,SongHua River
70,2,23,4.3,8.17,0.16,7.35,3.0,125.929624,44.765854,SongHua River
71,2,24,4.2,7.93,0.12,7.33,3.0,125.929624,44.765854,SongHua River
72,2,25,4.5,7.45,0.21,7.27,3.0,125.929624,44.765854,SongHua River
73,2,28,4.5,7.12,0.3,7.14,3.0,125.929624,44.765854,SongHua River
74,2,29,5.1,7.18,0.11,7.12,3.0,125.929624,44.765854,SongHua River
75,2,30,4.9,7.25,0.07,7.11,3.0,125.929624,44.765854,SongHua River
76,2,31,5.2,6.39,0.19,7.09,3.0,125.929624,44.765854,SongHua River
77,2,32,5.3,7.04,0.2,7.14,3.0,125.929624,44.765854,SongHua River
78,2,33,4.8,7.17,0.38,7.1,3.0,125.929624,44.765854,SongHua River
79,2,35,4.7,7.43,0.44,7.34,3.0,125.929624,44.765854,SongHua River
80,2,36,4.6,6.84,0.45,7.3,3.0,125.929624,44.765854,SongHua River
81,2,37,4.4,6.41,0.32,7.22,3.0,125.929624,44.765854,SongHua River
82,2,38,4.5,6.21,0.25,7.19,3.0,125.929624,44.765854,SongHua River
83,2,39,3.8,6.69,0.22,7.23,2.0,125.929624,44.765854,SongHua River
84,2,40,4.8,7.18,0.21,7.28,3.0,125.929624,44.765854,SongHua River
85,2,41,5.8,7.4,0.23,7.28,3.0,125.929624,44.765854,SongHua River
86,2,42,4.8,7.88,0.23,7.27,3.0,125.929624,44.765854,SongHua River
87,2,43,4.5,8.03,0.21,7.29,3.0,125.929624,44.765854,SongHua River
88,2,44,5.0,7.58,0.17,7.67,3.0,125.929624,44.765854,SongHua River
89,2,45,4.9,8.09,0.14,7.69,3.0,125.929624,44.765854,SongHua River
90,2,46,4.8,8.27,0.18,7.57,3.0,125.929624,44.765854,SongHua River
91,2,47,4.9,8.59,0.24,7.56,3.0,125.929624,44.765854,SongHua River
92,2,48,5.1,9.7,0.27,7.52,3.0,125.929624,44.765854,SongHua River
93,2,49,5.2,9.76,0.25,7.53,3.0,125.929624,44.765854,SongHua River
94,2,50,5.9,10.0,0.25,7.47,3.0,125.929624,44.765854,SongHua River
95,2,52,3.3,10.4,0.26,7.58,2.0,125.929624,44.765854,SongHua River
96,3,1,0.6,7.33,1.64,7.72,5.0,124.747198,45.373155,SongHua River
97,3,2,0.6,7.27,1.55,7.75,5.0,124.747198,45.373155,SongHua River
98,3,3,,7.44,1.34,7.75,4.0,124.747198,45.373155,SongHua River
99,3,4,,,,,,124.747198,45.373155,SongHua River
100,3,5,0.2,7.37,1.15,7.75,4.0,124.747198,45.373155,SongHua River
101,3,6,,7.47,1.09,7.78,4.0,124.747198,45.373155,SongHua River
102,3,7,,8.5,0.98,7.71,3.0,124.747198,45.373155,SongHua River
103,3,8,3.5,10.0,0.73,7.88,3.0,124.747198,45.373155,SongHua River
104,3,9,3.5,12.1,0.53,8.3,3.0,124.747198,45.373155,SongHua River
105,3,10,3.5,13.5,0.53,8.56,3.0,124.747198,45.373155,SongHua River
106,3,11,3.5,13.9,0.43,8.71,2.0,124.747198,45.373155,SongHua River
107,3,12,3.5,12.7,0.43,8.7,2.0,124.747198,45.373155,SongHua River
108,3,13,3.5,10.7,0.75,8.36,3.0,124.747198,45.373155,SongHua River
109,3,14,3.6,10.2,0.68,7.98,3.0,124.747198,45.373155,SongHua River
110,3,15,3.6,9.41,0.42,8.11,2.0,124.747198,45.373155,SongHua River
111,3,16,3.7,6.3,0.33,8.2,2.0,124.747198,45.373155,SongHua River
112,3,17,3.5,10.3,0.34,8.12,2.0,124.747198,45.373155,SongHua River
113,3,18,1.2,4.83,1.54,8.9,5.0,124.747198,45.373155,SongHua River
114,3,19,0.6,11.2,0.22,8.87,2.0,124.747198,45.373155,SongHua River
115,3,20,0.5,11.7,0.42,8.86,2.0,124.747198,45.373155,SongHua River
116,3,21,,12.3,0.28,,2.0,124.747198,45.373155,SongHua River
117,3,22,3.6,10.3,0.36,8.95,2.0,124.747198,45.373155,SongHua River
118,3,23,3.6,9.77,0.45,7.82,2.0,124.747198,45.373155,SongHua River
119,3,24,3.4,9.9,0.46,7.87,2.0,124.747198,45.373155,SongHua River
120,3,25,4.8,7.17,0.52,7.86,3.0,124.747198,45.373155,SongHua River
121,3,28,4.9,6.5,0.41,7.88,3.0,124.747198,45.373155,SongHua River
122,3,29,4.9,7.41,0.26,7.89,3.0,124.747198,45.373155,SongHua River
123,3,30,4.8,7.51,0.19,7.89,3.0,124.747198,45.373155,SongHua River
124,3,31,,,,,,124.747198,45.373155,SongHua River
125,3,32,3.3,6.6,0.7,7.9,3.0,124.747198,45.373155,SongHua River
126,3,33,2.8,7.71,0.39,7.9,2.0,124.747198,45.373155,SongHua River
127,3,35,4.4,8.28,0.32,8.13,3.0,124.747198,45.373155,SongHua River
128,3,36,4.4,8.42,0.36,7.79,3.0,124.747198,45.373155,SongHua River
129,3,37,5.3,7.46,0.34,7.72,3.0,124.747198,45.373155,SongHua River
130,3,38,5.0,10.2,0.56,7.85,3.0,124.747198,45.373155,SongHua River
131,3,39,4.4,5.65,,7.62,3.0,124.747198,45.373155,SongHua River
132,3,40,3.4,7.44,1.11,7.33,4.0,124.747198,45.373155,SongHua River
133,3,41,3.7,7.39,0.43,7.24,2.0,124.747198,45.373155,SongHua River
134,3,42,5.8,10.8,0.59,7.85,3.0,124.747198,45.373155,SongHua River
135,3,43,4.5,10.6,0.54,7.95,3.0,124.747198,45.373155,SongHua River
136,3,44,3.4,10.8,0.45,7.88,2.0,124.747198,45.373155,SongHua River
137,3,45,3.5,11.2,0.43,7.74,2.0,124.747198,45.373155,SongHua River
138,3,46,3.5,11.7,0.23,7.75,2.0,124.747198,45.373155,SongHua River
139,3,47,3.3,11.4,0.33,7.79,2.0,124.747198,45.373155,SongHua River
140,3,48,3.2,11.9,0.52,7.73,3.0,124.747198,45.373155,SongHua River
141,3,49,3.8,11.4,0.62,7.65,3.0,124.747198,45.373155,SongHua River
142,3,50,4.5,11.4,0.53,7.64,3.0,124.747198,45.373155,SongHua River
143,3,52,3.6,10.3,0.52,7.57,3.0,124.747198,45.373155,SongHua River
144,4,1,5.8,7.04,0.51,7.26,3.0,125.081698,45.525163,SongHua River
145,4,2,6.0,6.71,0.37,7.24,3.0,125.081698,45.525163,SongHua River
146,4,3,6.1,6.62,1.16,7.15,4.0,125.081698,45.525163,SongHua River
147,4,4,5.8,6.95,0.76,7.11,3.0,125.081698,45.525163,SongHua River
148,4,5,5.7,7.08,0.77,7.04,3.0,125.081698,45.525163,SongHua River
149,4,6,5.3,7.22,0.75,7.01,3.0,125.081698,45.525163,SongHua River
150,4,7,5.5,7.98,0.61,6.99,3.0,125.081698,45.525163,SongHua River
151,4,8,6.5,9.81,0.32,7.03,4.0,125.081698,45.525163,SongHua River
152,4,9,7.7,12.2,0.22,7.1,4.0,125.081698,45.525163,SongHua River
153,4,10,8.3,10.0,0.33,7.16,4.0,125.081698,45.525163,SongHua River
154,4,11,9.0,10.0,0.41,7.21,4.0,125.081698,45.525163,SongHua River
155,4,12,7.9,8.2,0.23,6.93,4.0,125.081698,45.525163,SongHua River
156,4,13,7.9,9.54,0.14,7.12,4.0,125.081698,45.525163,SongHua River
157,4,14,6.4,8.52,0.29,7.53,4.0,125.081698,45.525163,SongHua River
158,4,15,7.4,7.89,0.14,7.89,4.0,125.081698,45.525163,SongHua River
159,4,16,9.1,8.7,0.1,7.7,4.0,125.081698,45.525163,SongHua River
160,4,17,9.3,7.57,0.14,7.36,4.0,125.081698,45.525163,SongHua River
161,4,18,12.7,8.59,0.13,8.33,5.0,125.081698,45.525163,SongHua River
162,4,19,8.7,7.7,0.11,8.32,4.0,125.081698,45.525163,SongHua River
163,4,20,7.3,8.18,0.16,8.09,4.0,125.081698,45.525163,SongHua River
164,4,21,7.9,9.36,0.1,7.77,4.0,125.081698,45.525163,SongHua River
165,4,22,7.7,9.27,0.1,7.58,4.0,125.081698,45.525163,SongHua River
166,4,23,6.7,8.36,0.12,7.3,4.0,125.081698,45.525163,SongHua River
167,4,24,4.3,8.4,0.14,7.15,3.0,125.081698,45.525163,SongHua River
168,4,25,3.3,9.08,0.11,7.07,2.0,125.081698,45.525163,SongHua River
169,4,28,5.1,7.45,0.38,7.13,3.0,125.081698,45.525163,SongHua River
170,4,29,5.8,6.76,0.09,7.16,3.0,125.081698,45.525163,SongHua River
171,4,30,5.2,6.64,0.12,7.13,3.0,125.081698,45.525163,SongHua River
172,4,31,4.4,6.28,0.15,7.19,3.0,125.081698,45.525163,SongHua River
173,4,32,2.9,6.7,0.39,7.22,2.0,125.081698,45.525163,SongHua River
174,4,33,6.1,9.42,0.73,8.14,4.0,125.081698,45.525163,SongHua River
175,4,35,5.4,8.51,0.33,8.18,3.0,125.081698,45.525163,SongHua River
176,4,36,4.5,9.91,0.2,8.13,3.0,125.081698,45.525163,SongHua River
177,4,37,5.4,9.71,0.1,7.76,3.0,125.081698,45.525163,SongHua River
178,4,38,3.5,7.68,0.13,7.44,2.0,125.081698,45.525163,SongHua River
179,4,39,5.4,7.78,0.18,7.22,3.0,125.081698,45.525163,SongHua River
180,4,40,6.3,7.67,0.16,7.41,4.0,125.081698,45.525163,SongHua River
181,4,41,5.1,8.14,0.17,7.18,3.0,125.081698,45.525163,SongHua River
182,4,42,4.1,8.98,0.17,7.37,3.0,125.081698,45.525163,SongHua River
183,4,43,4.2,8.74,0.16,7.43,3.0,125.081698,45.525163,SongHua River
184,4,44,4.3,10.7,0.13,7.61,3.0,125.081698,45.525163,SongHua River
185,4,45,4.2,11.2,0.13,7.52,3.0,125.081698,45.525163,SongHua River
186,4,46,3.3,11.0,0.14,7.22,2.0,125.081698,45.525163,SongHua River
187,4,47,3.6,13.6,0.23,7.56,2.0,125.081698,45.525163,SongHua River
188,4,48,3.5,12.9,0.27,7.5,2.0,125.081698,45.525163,SongHua River
189,4,49,3.6,10.6,0.37,7.38,2.0,125.081698,45.525163,SongHua River
190,4,50,0.0,14.0,0.75,7.29,3.0,125.081698,45.525163,SongHua River
191,4,52,3.2,9.89,0.41,7.26,2.0,125.081698,45.525163,SongHua River
192,5,1,4.5,11.5,0.35,7.2,3.0,130.33270900000002,46.815857,SongHua River
193,5,2,3.8,12.0,0.64,7.27,3.0,130.33270900000002,46.815857,SongHua River
194,5,3,3.6,11.0,1.03,7.31,4.0,130.33270900000002,46.815857,SongHua River
195,5,4,3.2,8.55,1.13,7.33,4.0,130.33270900000002,46.815857,SongHua River
196,5,5,4.5,8.86,1.11,7.31,4.0,130.33270900000002,46.815857,SongHua River
197,5,6,4.5,8.55,1.15,7.29,4.0,130.33270900000002,46.815857,SongHua River
198,5,7,4.5,8.16,1.07,7.28,4.0,130.33270900000002,46.815857,SongHua River
199,5,8,4.3,7.81,1.1,7.27,4.0,130.33270900000002,46.815857,SongHua River
200,5,9,4.5,8.62,1.12,7.28,4.0,130.33270900000002,46.815857,SongHua River
201,5,10,4.4,8.31,1.01,7.32,4.0,130.33270900000002,46.815857,SongHua River
202,5,11,4.3,10.2,0.94,7.31,3.0,130.33270900000002,46.815857,SongHua River
203,5,12,4.0,10.7,0.73,7.32,3.0,130.33270900000002,46.815857,SongHua River
204,5,13,5.9,13.8,0.42,7.45,3.0,130.33270900000002,46.815857,SongHua River
205,5,14,7.6,13.0,0.59,7.39,4.0,130.33270900000002,46.815857,SongHua River
206,5,15,7.4,8.45,0.7,7.48,4.0,130.33270900000002,46.815857,SongHua River
207,5,16,6.8,8.0,0.62,7.5,4.0,130.33270900000002,46.815857,SongHua River
208,5,17,6.0,8.15,0.53,7.3,3.0,130.33270900000002,46.815857,SongHua River
209,5,18,5.9,7.4,0.48,7.3,3.0,130.33270900000002,46.815857,SongHua River
210,5,19,5.6,7.25,0.54,7.16,3.0,130.33270900000002,46.815857,SongHua River
211,5,20,5.4,6.8,0.32,7.12,3.0,130.33270900000002,46.815857,SongHua River
212,5,21,5.3,7.05,0.43,7.58,3.0,130.33270900000002,46.815857,SongHua River
213,5,22,5.8,5.77,0.18,7.87,3.0,130.33270900000002,46.815857,SongHua River
214,5,23,9,11.0,0.18,7.79,4.0,130.33270900000002,46.815857,SongHua River
215,5,24,8.1,12.5,0.18,7.78,4.0,130.33270900000002,46.815857,SongHua River
216,5,25,9.8,12.0,0.19,7.77,4.0,130.33270900000002,46.815857,SongHua River
217,5,28,7.8,9.06,0.2,7.85,4.0,130.33270900000002,46.815857,SongHua River
218,5,29,7.5,10.3,0.21,8.04,4.0,130.33270900000002,46.815857,SongHua River
219,5,30,7.2,11.2,0.19,7.91,4.0,130.33270900000002,46.815857,SongHua River
220,5,31,8.2,10.9,0.19,7.9,4.0,130.33270900000002,46.815857,SongHua River
221,5,32,6.8,8.96,0.19,7.7,4.0,130.33270900000002,46.815857,SongHua River
222,5,33,7.6,9.34,0.2,7.82,4.0,130.33270900000002,46.815857,SongHua River
223,5,35,6.4,9.02,0.22,7.76,4.0,130.33270900000002,46.815857,SongHua River
224,5,36,9.1,9.54,0.22,7.71,4.0,130.33270900000002,46.815857,SongHua River
225,5,37,10.0,10.8,0.24,7.84,4.0,130.33270900000002,46.815857,SongHua River
226,5,38,9.6,11.0,0.24,7.88,4.0,130.33270900000002,46.815857,SongHua River
227,5,39,8.1,10.6,0.23,7.92,4.0,130.33270900000002,46.815857,SongHua River
228,5,40,9.4,11.1,0.25,8.06,4.0,130.33270900000002,46.815857,SongHua River
229,5,41,8.1,12.2,0.27,8.23,4.0,130.33270900000002,46.815857,SongHua River
230,5,42,8.2,13.0,0.3,8.35,4.0,130.33270900000002,46.815857,SongHua River
231,5,43,7.2,13.2,0.27,8.33,4.0,130.33270900000002,46.815857,SongHua River
232,5,44,6.6,13.8,0.25,8.36,4.0,130.33270900000002,46.815857,SongHua River
233,5,45,7.1,13.5,0.41,8.41,4.0,130.33270900000002,46.815857,SongHua River
234,5,46,6.9,14.2,0.35,8.49,4.0,130.33270900000002,46.815857,SongHua River
235,5,47,7.7,14.5,0.49,8.67,4.0,130.33270900000002,46.815857,SongHua River
236,5,48,6.7,14.6,0.38,8.66,4.0,130.33270900000002,46.815857,SongHua River
237,5,49,4.1,14.4,0.38,8.55,3.0,130.33270900000002,46.815857,SongHua River
238,5,50,5.2,13.8,0.51,8.62,3.0,130.33270900000002,46.815857,SongHua River
239,5,52,2.7,13.3,0.25,7.18,2.0,130.33270900000002,46.815857,SongHua River
240,6,1,4.6,11.4,0.59,7.42,3.0,132.520384,47.635742,SongHua River
241,6,2,4.3,9.32,0.67,7.11,3.0,132.520384,47.635742,SongHua River
242,6,3,3.4,9.05,0.64,7.2,3.0,132.520384,47.635742,SongHua River
243,6,4,4.1,8.17,0.94,7.26,3.0,132.520384,47.635742,SongHua River
244,6,5,3.9,7.04,0.97,7.2,3.0,132.520384,47.635742,SongHua River
245,6,6,3.9,5.17,1.0,7.16,3.0,132.520384,47.635742,SongHua River
246,6,7,3.8,6.4,0.93,7.16,3.0,132.520384,47.635742,SongHua River
247,6,8,4.7,7.36,0.66,7.19,3.0,132.520384,47.635742,SongHua River
248,6,9,4.5,9.13,0.95,7.2,3.0,132.520384,47.635742,SongHua River
249,6,10,4.5,8.86,0.98,7.23,3.0,132.520384,47.635742,SongHua River
250,6,11,4.5,9.14,0.89,7.26,3.0,132.520384,47.635742,SongHua River
251,6,12,4.6,9.56,0.82,7.26,3.0,132.520384,47.635742,SongHua River
252,6,13,4.7,10.9,0.71,7.3,3.0,132.520384,47.635742,SongHua River
253,6,14,5.8,13.4,0.4,7.42,3.0,132.520384,47.635742,SongHua River
254,6,15,5.9,13.4,0.31,7.28,3.0,132.520384,47.635742,SongHua River
255,6,16,5.1,13.0,0.28,7.3,3.0,132.520384,47.635742,SongHua River
256,6,17,5.0,12.8,0.32,7.21,3.0,132.520384,47.635742,SongHua River
257,6,18,4.7,10.8,0.34,7.2,3.0,132.520384,47.635742,SongHua River
258,6,19,4.8,10.2,0.42,7.12,3.0,132.520384,47.635742,SongHua River
259,6,20,6.3,8.75,0.7,7.01,4.0,132.520384,47.635742,SongHua River
260,6,21,4.4,9.45,0.77,7.41,3.0,132.520384,47.635742,SongHua River
261,6,22,5.0,9.95,0.46,8.13,3.0,132.520384,47.635742,SongHua River
262,6,23,5,10.7,0.48,8.18,3.0,132.520384,47.635742,SongHua River
263,6,24,4.8,12.1,0.35,7.8,3.0,132.520384,47.635742,SongHua River
264,6,25,5.6,12.4,0.38,7.54,3.0,132.520384,47.635742,SongHua River
265,6,28,5.2,11.9,0.31,7.35,3.0,132.520384,47.635742,SongHua River
266,6,29,5.6,12.6,0.33,7.5,3.0,132.520384,47.635742,SongHua River
267,6,30,5.0,13.6,0.32,7.57,3.0,132.520384,47.635742,SongHua River
268,6,31,5.2,14.2,0.34,7.71,3.0,132.520384,47.635742,SongHua River
269,6,32,5.2,13.7,0.32,7.73,3.0,132.520384,47.635742,SongHua River
270,6,33,5.4,15.1,0.33,8.1,3.0,132.520384,47.635742,SongHua River
271,6,35,5.3,9.29,0.35,8.83,3.0,132.520384,47.635742,SongHua River
272,6,36,6.7,8.02,0.38,8.49,4.0,132.520384,47.635742,SongHua River
273,6,37,5.8,7.77,0.38,8.81,3.0,132.520384,47.635742,SongHua River
274,6,38,4.8,8.44,0.38,8.88,3.0,132.520384,47.635742,SongHua River
275,6,39,5.0,9.0,0.45,8.7,3.0,132.520384,47.635742,SongHua River
276,6,40,5.0,9.46,0.47,8.11,3.0,132.520384,47.635742,SongHua River
277,6,41,4.9,9.71,0.51,7.65,3.0,132.520384,47.635742,SongHua River
278,6,42,5.0,9.98,0.53,7.35,3.0,132.520384,47.635742,SongHua River
279,6,43,5.0,10.1,0.61,6.82,3.0,132.520384,47.635742,SongHua River
280,6,44,4.8,10.7,0.46,6.76,3.0,132.520384,47.635742,SongHua River
281,6,45,5.1,11.2,0.64,6.75,3.0,132.520384,47.635742,SongHua River
282,6,46,4.6,11.3,0.55,6.7,3.0,132.520384,47.635742,SongHua River
283,6,47,4.3,11.1,0.46,6.62,3.0,132.520384,47.635742,SongHua River
284,6,48,4.2,11.0,0.56,7.21,3.0,132.520384,47.635742,SongHua River
285,6,49,4.5,11.8,0.69,7.63,3.0,132.520384,47.635742,SongHua River
286,6,50,4.7,12.1,0.75,7.51,3.0,132.520384,47.635742,SongHua River
287,6,52,4.2,10.2,0.85,7.26,3.0,132.520384,47.635742,SongHua River
288,7,1,4.7,9.84,0.31,7.41,3.0,125.33534399999999,43.844046,SongHua River
289,7,2,,,,,,125.33534399999999,43.844046,SongHua River
290,7,3,12.4,3.93,7.35,7.29,5.0,125.33534399999999,43.844046,SongHua River
291,7,4,12.2,4.01,9.58,7.29,5.0,125.33534399999999,43.844046,SongHua River
292,7,5,10.5,2.82,12.32,7.5,5.0,125.33534399999999,43.844046,SongHua River
293,7,6,8.7,3.15,9.77,7.43,5.0,125.33534399999999,43.844046,SongHua River
294,7,7,,,,,,125.33534399999999,43.844046,SongHua River
295,7,8,,,,,,125.33534399999999,43.844046,SongHua River
296,7,9,,,,,,125.33534399999999,43.844046,SongHua River
297,7,10,,,,,,125.33534399999999,43.844046,SongHua River
298,7,11,13.5,3.39,12.4,7.61,5.0,125.33534399999999,43.844046,SongHua River
299,7,12,16.1,3.25,13.5,7.69,5.0,125.33534399999999,43.844046,SongHua River
300,7,13,16.4,4.39,12.18,7.77,5.0,125.33534399999999,43.844046,SongHua River
301,7,14,17.5,4.45,10.81,7.83,5.0,125.33534399999999,43.844046,SongHua River
302,7,15,,,,,,125.33534399999999,43.844046,SongHua River
303,7,16,14.0,6.8,11.3,8.0,5.0,125.33534399999999,43.844046,SongHua River
304,7,17,16.1,4.33,12.6,7.76,5.0,125.33534399999999,43.844046,SongHua River
305,7,18,,,,,,125.33534399999999,43.844046,SongHua River
306,7,19,,,,,,125.33534399999999,43.844046,SongHua River
307,7,20,13.9,3.22,7.9,7.64,5.0,125.33534399999999,43.844046,SongHua River
308,7,21,14.5,4.12,6.53,7.72,5.0,125.33534399999999,43.844046,SongHua River
309,7,22,13.0,4.02,5.36,7.74,5.0,125.33534399999999,43.844046,SongHua River
310,7,23,,,,,,125.33534399999999,43.844046,SongHua River
311,7,24,,,,,,125.33534399999999,43.844046,SongHua River
312,7,25,,,,,,125.33534399999999,43.844046,SongHua River
313,7,28,9.9,3.21,1.15,7.43,4.0,125.33534399999999,43.844046,SongHua River
314,7,29,12.1,2.73,3.0,7.55,5.0,125.33534399999999,43.844046,SongHua River
315,7,30,11.5,3.6,2.87,7.6,5.0,125.33534399999999,43.844046,SongHua River
316,7,31,10.3,2.95,1.51,7.37,5.0,125.33534399999999,43.844046,SongHua River
317,7,32,8.4,3.34,1.46,7.31,4.0,125.33534399999999,43.844046,SongHua River
318,7,33,10.0,2.54,2.2,7.39,4.0,125.33534399999999,43.844046,SongHua River
319,7,35,10.5,3.43,2.65,7.52,5.0,125.33534399999999,43.844046,SongHua River
320,7,36,,,,,,125.33534399999999,43.844046,SongHua River
321,7,37,,,,,,125.33534399999999,43.844046,SongHua River
322,7,38,12.2,1.99,4.17,7.4,5.0,125.33534399999999,43.844046,SongHua River
323,7,39,9.4,4.91,1.34,7.49,4.0,125.33534399999999,43.844046,SongHua River
324,7,40,12.4,5.21,1.5,7.52,5.0,125.33534399999999,43.844046,SongHua River
325,7,41,10.8,5.96,1.45,7.53,5.0,125.33534399999999,43.844046,SongHua River
326,7,42,9.9,7.5,3.5,7.61,5.0,125.33534399999999,43.844046,SongHua River
327,7,43,7.6,7.19,3.81,7.74,5.0,125.33534399999999,43.844046,SongHua River
328,7,44,,,,,,125.33534399999999,43.844046,SongHua River
329,7,45,,,,,,125.33534399999999,43.844046,SongHua River
330,7,46,,,,,,125.33534399999999,43.844046,SongHua River
331,7,47,8.8,7.42,5.8,7.85,5.0,125.33534399999999,43.844046,SongHua River
332,7,48,,,,,,125.33534399999999,43.844046,SongHua River
