,Station,week,cod,do,nh3,ph,quality,lon,lat,Basin
122,4,25,,,,,,125.081698,45.525163,SongHua River
123,4,26,4.6,5.3,0.22,7.46,3.0,125.081698,45.525163,SongHua River
124,4,27,4.7,5.25,0.18,7.95,3.0,125.081698,45.525163,SongHua River
125,4,28,,,,,,125.081698,45.525163,SongHua River
126,4,29,,,,,,125.081698,45.525163,SongHua River
127,4,41,,8.16,0.11,7.64,1.0,125.081698,45.525163,SongHua River
128,4,42,,9.1,0.15,7.69,1.0,125.081698,45.525163,SongHua River
129,4,44,6.2,10.8,0.14,8.01,4.0,125.081698,45.525163,SongHua River
130,4,45,5.9,10.3,0.16,7.9,3.0,125.081698,45.525163,SongHua River
131,4,46,,,,,,125.081698,45.525163,SongHua River
132,5,1,3.2,12.9,0.27,7.1,2.0,130.33270900000002,46.815857,SongHua River
133,5,2,6.6,12.5,0.28,7.06,4.0,130.33270900000002,46.815857,SongHua River
134,5,3,,,,,,130.33270900000002,46.815857,SongHua River
135,5,4,,,,,,130.33270900000002,46.815857,SongHua River
136,5,5,,,,,,130.33270900000002,46.815857,SongHua River
137,5,6,4.9,,0.44,6.79,3.0,130.33270900000002,46.815857,SongHua River
138,5,7,,,,,,130.33270900000002,46.815857,SongHua River
139,5,8,,,,,,130.33270900000002,46.815857,SongHua River
140,5,9,2.9,12.1,0.6,6.66,3.0,130.33270900000002,46.815857,SongHua River
141,5,10,3.2,12.5,0.56,6.85,3.0,130.33270900000002,46.815857,SongHua River
142,5,11,3.6,11.7,0.22,6.81,2.0,130.33270900000002,46.815857,SongHua River
143,5,12,3.2,11.7,0.48,6.88,2.0,130.33270900000002,46.815857,SongHua River
144,5,13,2.5,12.0,0.27,6.88,2.0,130.33270900000002,46.815857,SongHua River
145,5,14,,,,,,130.33270900000002,46.815857,SongHua River
146,5,15,2.7,13.3,0.5,6.89,2.0,130.33270900000002,46.815857,SongHua River
147,5,16,2.6,14.6,0.44,6.9,2.0,130.33270900000002,46.815857,SongHua River
148,5,17,,,,,,130.33270900000002,46.815857,SongHua River
149,5,18,10.6,14.2,0.19,7.28,5.0,130.33270900000002,46.815857,SongHua River
150,5,19,,,,,,130.33270900000002,46.815857,SongHua River
151,5,20,,,,,,130.33270900000002,46.815857,SongHua River
152,5,22,5.7,10.7,0.18,6.68,3.0,130.33270900000002,46.815857,SongHua River
153,5,23,4.7,10.6,0.2,6.74,3.0,130.33270900000002,46.815857,SongHua River
154,5,24,3.3,6.11,0.41,7.6,2.0,130.33270900000002,46.815857,SongHua River
155,5,25,7.4,8.31,0.15,6.73,4.0,130.33270900000002,46.815857,SongHua River
156,5,26,4.8,8.4,0.15,6.81,3.0,130.33270900000002,46.815857,SongHua River
157,5,27,4.7,5.25,0.18,7.9,3.0,130.33270900000002,46.815857,SongHua River
158,5,28,4.6,7.09,0.18,6.77,3.0,130.33270900000002,46.815857,SongHua River
159,5,29,5.3,7.07,0.18,6.83,3.0,130.33270900000002,46.815857,SongHua River
160,5,41,5.2,8.85,0.21,8.16,3.0,130.33270900000002,46.815857,SongHua River
161,5,42,5.2,10.7,0.25,8.24,3.0,130.33270900000002,46.815857,SongHua River
162,5,44,,,,,,130.33270900000002,46.815857,SongHua River
163,5,45,5.0,11.0,0.3,8.07,3.0,130.33270900000002,46.815857,SongHua River
164,5,46,5.1,7.93,0.29,7.73,3.0,130.33270900000002,46.815857,SongHua River
165,6,1,4.1,9.59,0.81,7.11,3.0,132.520384,47.635742,SongHua River
166,6,2,,,,,,132.520384,47.635742,SongHua River
167,6,3,,,,,,132.520384,47.635742,SongHua River
168,6,4,,,,,,132.520384,47.635742,SongHua River
169,6,5,,,,,,132.520384,47.635742,SongHua River
170,6,6,5.4,7.39,0.55,7.01,3.0,132.520384,47.635742,SongHua River
171,6,7,,,,,,132.520384,47.635742,SongHua River
172,6,8,,,,,,132.520384,47.635742,SongHua River
173,6,9,5.3,6.74,0.36,7.03,3.0,132.520384,47.635742,SongHua River
174,6,10,3.8,7.55,0.27,7.04,2.0,132.520384,47.635742,SongHua River
175,6,11,3.4,8.1,0.24,7.05,2.0,132.520384,47.635742,SongHua River
176,6,12,3.9,9.19,0.23,6.98,2.0,132.520384,47.635742,SongHua River
177,6,13,4.0,11.2,0.35,6.9,2.0,132.520384,47.635742,SongHua River
178,6,14,4.1,11.9,0.36,6.92,3.0,132.520384,47.635742,SongHua River
179,6,15,3.6,12.6,0.37,6.96,2.0,132.520384,47.635742,SongHua River
180,6,16,3.8,12.4,0.41,7.31,2.0,132.520384,47.635742,SongHua River
181,6,17,4.8,14.6,0.22,7.35,3.0,132.520384,47.635742,SongHua River
182,6,18,5.4,10.6,0.22,7.23,3.0,132.520384,47.635742,SongHua River
183,6,19,5.4,12.6,0.21,7.27,3.0,132.520384,47.635742,SongHua River
184,6,20,5.8,14.5,0.18,7.81,3.0,132.520384,47.635742,SongHua River
185,6,22,,,,,,132.520384,47.635742,SongHua River
186,6,23,5.1,14.0,0.37,7.05,3.0,132.520384,47.635742,SongHua River
187,6,24,,,,,,132.520384,47.635742,SongHua River
188,6,25,4.8,9.98,0.22,6.95,3.0,132.520384,47.635742,SongHua River
189,6,26,4.6,12.9,0.18,7.08,3.0,132.520384,47.635742,SongHua River
190,6,27,5.2,12.5,0.16,7.18,3.0,132.520384,47.635742,SongHua River
191,6,28,,,,,,132.520384,47.635742,SongHua River
192,6,29,,,,,,132.520384,47.635742,SongHua River
193,6,41,4.8,9.12,0.36,7.71,3.0,132.520384,47.635742,SongHua River
194,6,42,4.7,9.05,0.36,7.79,3.0,132.520384,47.635742,SongHua River
195,6,44,,,,,,132.520384,47.635742,SongHua River
196,6,45,4.9,9.9,0.3,7.92,3.0,132.520384,47.635742,SongHua River
197,6,46,5.2,9.8,0.27,7.88,3.0,132.520384,47.635742,SongHua River
198,7,1,,,,,,125.33534399999999,43.844046,SongHua River
199,7,2,,,,,,125.33534399999999,43.844046,SongHua River
200,7,3,,,,,,125.33534399999999,43.844046,SongHua River
201,7,4,,,,,,125.33534399999999,43.844046,SongHua River
202,7,5,,,,,,125.33534399999999,43.844046,SongHua River
203,7,6,10.0,3.39,11.4,7.74,5.0,125.33534399999999,43.844046,SongHua River
204,7,7,,,,,,125.33534399999999,43.844046,SongHua River
205,7,8,,,,,,125.33534399999999,43.844046,SongHua River
206,7,9,,,,,,125.33534399999999,43.844046,SongHua River
207,7,10,,,,,,125.33534399999999,43.844046,SongHua River
208,7,11,,,,,,125.33534399999999,43.844046,SongHua River
209,7,12,,,,,,125.33534399999999,43.844046,SongHua River
210,7,13,,,,,,125.33534399999999,43.844046,SongHua River
211,7,14,8.7,6.85,6.5,7.73,5.0,125.33534399999999,43.844046,SongHua River
212,7,15,11.6,6.37,7.18,7.64,5.0,125.33534399999999,43.844046,SongHua River
213,7,16,16.0,8.4,3.08,7.75,5.0,125.33534399999999,43.844046,SongHua River
214,7,17,16.6,6.96,8.25,7.71,5.0,125.33534399999999,43.844046,SongHua River
215,7,18,14.4,8.2,3.1,8.0,5.0,125.33534399999999,43.844046,SongHua River
216,7,19,11.6,5.61,3.16,7.69,5.0,125.33534399999999,43.844046,SongHua River
217,7,20,7.3,6.55,3.66,7.82,5.0,125.33534399999999,43.844046,SongHua River
218,7,22,13.1,5.81,3.52,7.65,5.0,125.33534399999999,43.844046,SongHua River
219,7,23,,,,,,125.33534399999999,43.844046,SongHua River
220,7,24,,,,,,125.33534399999999,43.844046,SongHua River
221,7,25,,,,,,125.33534399999999,43.844046,SongHua River
222,7,26,,,,,,125.33534399999999,43.844046,SongHua River
223,7,27,,,,,,125.33534399999999,43.844046,SongHua River
224,7,28,,,,,,125.33534399999999,43.844046,SongHua River
225,7,29,,,,,,125.33534399999999,43.844046,SongHua River
226,7,41,7.6,7.23,4.15,8.01,5.0,125.33534399999999,43.844046,SongHua River
227,7,42,6.9,8.12,5.48,8.05,5.0,125.33534399999999,43.844046,SongHua River
228,7,44,7.9,11.1,5.49,8.12,5.0,125.33534399999999,43.844046,SongHua River
229,7,45,6.9,11.1,5.79,8.19,5.0,125.33534399999999,43.844046,SongHua River
230,7,46,5.8,9.42,8.34,7.86,5.0,125.33534399999999,43.844046,SongHua River
231,8,1,4.3,11.3,0.41,7.38,3.0,122.845877,45.626912,SongHua River
232,8,2,,,,,,122.845877,45.626912,SongHua River
233,8,3,,,,,,122.845877,45.626912,SongHua River
234,8,4,,,,,,122.845877,45.626912,SongHua River
235,8,5,,,,,,122.845877,45.626912,SongHua River
236,8,6,5.0,10.4,0.47,7.45,3.0,122.845877,45.626912,SongHua River
237,8,7,,,,,,122.845877,45.626912,SongHua River
238,8,8,,,,,,122.845877,45.626912,SongHua River
239,8,9,4.8,10.3,0.32,7.75,3.0,122.845877,45.626912,SongHua River
240,8,10,4.8,10.2,0.35,7.78,3.0,122.845877,45.626912,SongHua River
241,8,11,5.1,10.7,0.34,7.73,3.0,122.845877,45.626912,SongHua River
242,8,12,5.3,10.6,0.33,7.43,3.0,122.845877,45.626912,SongHua River
243,8,13,5.1,10.5,0.31,7.44,3.0,122.845877,45.626912,SongHua River
244,8,14,5.0,10.7,0.31,7.51,3.0,122.845877,45.626912,SongHua River
245,8,15,,,,,,122.845877,45.626912,SongHua River
246,8,16,4.9,10.1,0.31,7.57,3.0,122.845877,45.626912,SongHua River
247,8,17,4.5,8.39,0.31,7.6,3.0,122.845877,45.626912,SongHua River
248,8,18,5.0,7.68,0.27,7.92,3.0,122.845877,45.626912,SongHua River
249,8,19,5.6,6.93,0.27,7.58,3.0,122.845877,45.626912,SongHua River
250,8,20,6.9,8.8,0.2,7.96,4.0,122.845877,45.626912,SongHua River
251,8,22,7.4,9.42,0.2,7.65,4.0,122.845877,45.626912,SongHua River
252,8,23,7.1,6.51,0.2,7.58,4.0,122.845877,45.626912,SongHua River
253,8,24,6.5,8.36,0.17,7.5,4.0,122.845877,45.626912,SongHua River
254,8,25,6.4,7.4,0.15,7.18,4.0,122.845877,45.626912,SongHua River
255,8,26,6.0,7.87,0.16,6.99,3.0,122.845877,45.626912,SongHua River
256,8,27,6.0,6.5,0.15,6.98,3.0,122.845877,45.626912,SongHua River
257,8,28,6.0,5.91,0.17,7.15,3.0,122.845877,45.626912,SongHua River
258,8,29,5.5,9.05,0.18,7.47,3.0,122.845877,45.626912,SongHua River
259,8,41,5.5,9.66,0.25,8.13,3.0,122.845877,45.626912,SongHua River
260,8,42,5.5,9.1,0.17,7.65,3.0,122.845877,45.626912,SongHua River
261,8,44,5.4,9.03,0.25,7.6,3.0,122.845877,45.626912,SongHua River
262,8,45,5.4,9.51,0.25,7.35,3.0,122.845877,45.626912,SongHua River
263,8,46,6.0,9.13,0.41,7.12,3.0,122.845877,45.626912,SongHua River
264,9,1,2.7,7.5,0.84,7.12,3.0,128.24326100000002,43.377144,SongHua River
265,9,2,,,,,,128.24326100000002,43.377144,SongHua River
266,9,3,,,,,,128.24326100000002,43.377144,SongHua River
267,9,4,2.5,8.89,0.39,7.32,2.0,128.24326100000002,43.377144,SongHua River
268,9,5,,,,,,128.24326100000002,43.377144,SongHua River
269,9,6,3.7,7.43,,7.08,2.0,128.24326100000002,43.377144,SongHua River
270,9,7,2.4,8.08,0.43,7.4,2.0,128.24326100000002,43.377144,SongHua River
271,9,8,,,,,,128.24326100000002,43.377144,SongHua River
272,9,9,2.0,8.24,0.41,7.45,2.0,128.24326100000002,43.377144,SongHua River
273,9,10,2.2,7.69,0.4,7.43,2.0,128.24326100000002,43.377144,SongHua River
274,9,11,2.6,9.08,0.35,7.51,2.0,128.24326100000002,43.377144,SongHua River
275,9,12,2.6,9.08,0.35,7.51,2.0,128.24326100000002,43.377144,SongHua River
276,9,13,2.7,10.6,0.45,7.69,2.0,128.24326100000002,43.377144,SongHua River
277,9,14,3.7,10.7,0.79,7.9,3.0,128.24326100000002,43.377144,SongHua River
278,9,15,3.9,10.4,0.64,7.8,3.0,128.24326100000002,43.377144,SongHua River
279,9,16,,,,,,128.24326100000002,43.377144,SongHua River
280,9,17,3.6,10.7,0.19,7.87,2.0,128.24326100000002,43.377144,SongHua River
281,9,18,4.8,10.2,0.19,7.95,3.0,128.24326100000002,43.377144,SongHua River
282,9,19,4.8,9.35,0.15,7.77,3.0,128.24326100000002,43.377144,SongHua River
283,9,20,4.7,9.21,0.15,7.63,3.0,128.24326100000002,43.377144,SongHua River
284,9,22,6.5,8.01,0.23,7.47,4.0,128.24326100000002,43.377144,SongHua River
285,9,23,6.5,7.44,0.16,7.41,4.0,128.24326100000002,43.377144,SongHua River
286,9,24,6.3,7.56,0.13,7.47,4.0,128.24326100000002,43.377144,SongHua River
287,9,25,5.8,8.09,0.13,7.71,3.0,128.24326100000002,43.377144,SongHua River
288,9,26,,,,,,128.24326100000002,43.377144,SongHua River
289,9,27,6.3,5.93,0.17,7.24,4.0,128.24326100000002,43.377144,SongHua River
290,9,28,9.1,5.47,0.25,6.9,4.0,128.24326100000002,43.377144,SongHua River
291,9,29,7.3,5.39,0.23,6.96,4.0,128.24326100000002,43.377144,SongHua River
292,9,41,,,,,,128.24326100000002,43.377144,SongHua River
293,9,42,,,,,,128.24326100000002,43.377144,SongHua River
294,9,44,5.0,9.25,0.23,7.83,3.0,128.24326100000002,43.377144,SongHua River
295,9,45,,,,,,128.24326100000002,43.377144,SongHua River
296,9,46,,,,,,128.24326100000002,43.377144,SongHua River
297,10,1,2.9,9.13,0.4,7.31,2.0,129.576255,46.329865000000005,SongHua River
298,10,2,,,,,,129.576255,46.329865000000005,SongHua River
299,10,3,,,,,,129.576255,46.329865000000005,SongHua River
300,10,4,,,,,,129.576255,46.329865000000005,SongHua River
301,10,5,,,,,,129.576255,46.329865000000005,SongHua River
302,10,6,2.9,8.25,0.43,7.4,2.0,129.576255,46.329865000000005,SongHua River
303,10,7,,,,,,129.576255,46.329865000000005,SongHua River
304,10,8,,,,,,129.576255,46.329865000000005,SongHua River
305,10,9,3.8,11.2,0.27,8.3,2.0,129.576255,46.329865000000005,SongHua River
306,10,10,3.9,10.6,0.2,8.48,2.0,129.576255,46.329865000000005,SongHua River
307,10,11,,,,,,129.576255,46.329865000000005,SongHua River
308,10,12,,,,,,129.576255,46.329865000000005,SongHua River
309,10,13,,,,,,129.576255,46.329865000000005,SongHua River
310,10,14,4.3,9.46,0.22,7.96,3.0,129.576255,46.329865000000005,SongHua River
311,10,15,,,,,,129.576255,46.329865000000005,SongHua River
312,10,16,4.1,8.39,0.19,7.61,3.0,129.576255,46.329865000000005,SongHua River
313,10,17,4.0,8.54,0.25,7.62,2.0,129.576255,46.329865000000005,SongHua River
314,10,18,,,,,,129.576255,46.329865000000005,SongHua River
315,10,19,5.2,7.46,0.26,7.38,3.0,129.576255,46.329865000000005,SongHua River
316,10,20,5.5,8.05,0.21,7.4,3.0,129.576255,46.329865000000005,SongHua River
317,10,22,4.0,7.85,0.19,7.08,2.0,129.576255,46.329865000000005,SongHua River
318,10,23,3.1,3.73,0.22,6.93,4.0,129.576255,46.329865000000005,SongHua River
319,10,24,3.2,5.15,0.21,7.43,3.0,129.576255,46.329865000000005,SongHua River
320,10,25,4.6,7.0,0.18,7.49,3.0,129.576255,46.329865000000005,SongHua River
321,10,26,4.4,6.45,0.16,7.59,3.0,129.576255,46.329865000000005,SongHua River
322,10,27,,,,,,129.576255,46.329865000000005,SongHua River
323,10,28,,,,,,129.576255,46.329865000000005,SongHua River
324,10,29,,,,,,129.576255,46.329865000000005,SongHua River
325,10,41,3.3,12.4,0.15,8.23,2.0,129.576255,46.329865000000005,SongHua River
326,10,42,,,,,,129.576255,46.329865000000005,SongHua River
327,10,44,4.3,,0.16,8.3,3.0,129.576255,46.329865000000005,SongHua River
328,10,45,4.1,13.5,0.18,8.33,3.0,129.576255,46.329865000000005,SongHua River
329,10,46,,,,,,129.576255,46.329865000000005,SongHua River
330,11,1,4.9,10.6,0.25,7.83,3.0,119.767036,49.221555,SongHua River
331,11,2,,,,,,119.767036,49.221555,SongHua River
332,11,3,,,,,,119.767036,49.221555,SongHua River
333,11,4,,,,,,119.767036,49.221555,SongHua River
334,11,5,,,,,,119.767036,49.221555,SongHua River
335,11,6,3.4,10.7,0.23,7.94,2.0,119.767036,49.221555,SongHua River
336,11,7,,,,,,119.767036,49.221555,SongHua River
337,11,8,,,,,,119.767036,49.221555,SongHua River
338,11,9,,,,,,119.767036,49.221555,SongHua River
339,11,10,4.4,1.45,0.14,7.2,5.0,119.767036,49.221555,SongHua River
340,11,11,4.5,1.88,0.07,7.21,5.0,119.767036,49.221555,SongHua River
341,11,12,4.8,3.32,0.05,7.25,4.0,119.767036,49.221555,SongHua River
342,11,13,4.1,5.68,0.03,7.32,3.0,119.767036,49.221555,SongHua River
343,11,14,,,,,,119.767036,49.221555,SongHua River
344,11,15,4.4,11.2,0.03,7.58,3.0,119.767036,49.221555,SongHua River
345,11,16,,,,,,119.767036,49.221555,SongHua River
346,11,17,,,,,,119.767036,49.221555,SongHua River
347,11,18,7.3,9.52,0.09,7.49,4.0,119.767036,49.221555,SongHua River
348,11,19,,,,,,119.767036,49.221555,SongHua River
349,11,20,,,,,,119.767036,49.221555,SongHua River
350,11,22,7.0,9.42,0.07,8.0,4.0,119.767036,49.221555,SongHua River
351,11,23,10.5,9.67,0.05,7.7,5.0,119.767036,49.221555,SongHua River
352,11,24,7.9,8.94,0.07,7.68,4.0,119.767036,49.221555,SongHua River
353,11,25,,,,,,119.767036,49.221555,SongHua River
354,11,26,,,,,,119.767036,49.221555,SongHua River
355,11,27,8.1,5.68,0.03,8.12,4.0,119.767036,49.221555,SongHua River
356,11,28,9.4,5.72,0.04,8.4,4.0,119.767036,49.221555,SongHua River
357,11,29,7.7,6.07,0.04,7.8,4.0,119.767036,49.221555,SongHua River
358,11,41,,,,,,119.767036,49.221555,SongHua River
359,11,42,5.6,9.44,0.04,8.36,3.0,119.767036,49.221555,SongHua River
360,11,44,,,,,,119.767036,49.221555,SongHua River
361,11,45,,,,,,119.767036,49.221555,SongHua River
362,11,46,,,,,,119.767036,49.221555,SongHua River
363,12,1,4.5,7.16,0.13,7.26,3.0,122.54045900000001,52.972052000000005,SongHua River
364,12,2,,,,,,122.54045900000001,52.972052000000005,SongHua River
365,12,3,,,,,,122.54045900000001,52.972052000000005,SongHua River
366,12,4,,,,,,122.54045900000001,52.972052000000005,SongHua River
367,12,5,,,,,,122.54045900000001,52.972052000000005,SongHua River
368,12,6,3.0,5.67,0.06,7.22,3.0,122.54045900000001,52.972052000000005,SongHua River
